from,to,count
AIGBR1147,AIGBR185,0
AIGBR1147,AIGBR1113,0
AIGBR1147,AIGBR1514,0
AIGBR1147,AIGBR708,0
AIGBR1147,AIGBR36,0
AIGBR1147,AIGBR1146,225
AIGBR1147,AIGBR1989,0
AIGBR1147,AIGBR2021,0
AIGBR1147,AIGBR799,0
AIGBR1147,AIGBR1765,0
AIGBR1147,AIGBR2032,0
AIGBR1147,AIGBR1252,0
AIGBR1147,AIGBR1059,0
AIGBR1147,AIGBR2025,0
AIGBR1147,AIGBR1179,0
AIGBR1147,AIGBR2242,0
AIGBR1147,AIGBR1924,0
AIGBR1147,AIGBR2121,0
AIGBR1147,AIGBR1449,0
AIGBR1147,AIGBR1501,0
AIGBR1147,AIGBR1938,0
AIGBR1147,AIGBR1060,0
AIGBR1147,AIGBR1005,1
AIGBR1147,AIGBR1407,0
AIGBR1147,AIGBR46,0
AIGBR1147,AIGBR909,0
AIGBR1147,AIGBR889,0
AIGBR1147,AIGBR1383,0
AIGBR1147,AIGBR455,0
AIGBR1147,AIGBR689,0
AIGBR1147,AIGBR829,0
AIGBR1147,AIGBR1767,0
AIGBR1147,AIGBR1851,0
AIGBR1147,AIGBR1142,0
AIGBR1147,AIGBR1208,0
AIGBR1147,AIGBR1360,0
AIGBR1147,AIGBR941,4
AIGBR1147,AIGBR2231,0
AIGBR1147,AIGBR1541,0
AIGBR1147,AIGBR1445,1
AIGBR1147,AIGBR1808,0
AIGBR1147,AIGBR1231,0
AIGBR1147,AIGBR590,0
AIGBR1147,AIGBR506,0
AIGBR1147,AIGBR1074,0
AIGBR1147,AIGBR1719,0
AIGBR1147,AIGBR421,0
AIGBR1147,AIGBR1598,0
AIGBR1147,AIGBR1743,0
AIGBR1147,AIGBR1107,0
AIGBR1147,AIGBR1777,0
AIGBR1147,AIGBR859,0
AIGBR1147,AIGBR2165,0
AIGBR1147,AIGBR2213,0
AIGBR1147,AIGBR1747,3
AIGBR1147,AIGBR1980,0
AIGBR1147,AIGBR40,0
AIGBR1147,AIGBR1710,0
AIGBR1147,AIGBR1197,0
AIGBR1147,AIGBR1770,0
AIGBR1147,AIGBR425,0
AIGBR1147,AIGBR448,0
AIGBR1147,AIGBR158,0
AIGBR1147,AIGBR1659,0
AIGBR1147,AIGBR2049,0
AIGBR1147,AIGBR1887,0
AIGBR1147,AIGBR2240,0
AIGBR1147,AIGBR1161,0
AIGBR1147,AIGBR1953,0
AIGBR1147,AIGBR491,0
AIGBR1147,AIGBR1053,0
AIGBR2029,AIGBR461,0
AIGBR2029,AIGBR608,0
AIGBR2029,AIGBR659,0
AIGBR2029,AIGBR1713,0
AIGBR2029,AIGBR171,0
AIGBR2029,AIGBR1195,0
AIGBR2029,AIGBR638,0
AIGBR2029,AIGBR321,0
AIGBR2029,AIGBR674,0
AIGBR2029,AIGBR2243,0
AIGBR2029,AIGBR2007,0
AIGBR2029,AIGBR2113,0
AIGBR2029,AIGBR320,0
AIGBR2029,AIGBR465,0
AIGBR2029,AIGBR1063,0
AIGBR2029,AIGBR1281,0
AIGBR2029,AIGBR371,0
AIGBR2029,AIGBR2095,0
AIGBR2029,AIGBR1194,0
AIGBR2029,AIGBR646,0
AIGBR2029,AIGBR1548,0
AIGBR2029,AIGBR1147,0
AIGBR2029,AIGBR2029,230
AIGBR2029,AIGBR218,0
AIGBR2029,AIGBR1043,0
AIGBR2029,AIGBR981,0
AIGBR2029,AIGBR908,0
AIGBR2029,AIGBR1042,0
AIGBR2029,AIGBR1969,0
AIGBR2029,AIGBR272,0
AIGBR2029,AIGBR1102,0
AIGBR2029,AIGBR390,0
AIGBR2029,AIGBR548,0
AIGBR2029,AIGBR133,0
AIGBR2029,AIGBR43,0
AIGBR2029,AIGBR1104,0
AIGBR2029,AIGBR1085,0
AIGBR2029,AIGBR939,0
AIGBR2029,AIGBR1398,0
AIGBR2029,AIGBR439,0
AIGBR2029,AIGBR184,0
AIGBR2029,AIGBR324,0
AIGBR2029,AIGBR1439,0
AIGBR2029,AIGBR1676,0
AIGBR2029,AIGBR492,0
AIGBR2029,AIGBR2116,0
AIGBR2029,AIGBR2004,0
AIGBR2029,AIGBR1655,0
AIGBR2029,AIGBR805,0
AIGBR2029,AIGBR2074,0
AIGBR2029,AIGBR1978,0
AIGBR2029,AIGBR593,0
AIGBR2029,AIGBR1895,0
AIGBR2029,AIGBR185,0
AIGBR2029,AIGBR1113,0
AIGBR2029,AIGBR1514,0
AIGBR2029,AIGBR708,25
AIGBR2029,AIGBR36,0
AIGBR2029,AIGBR1146,0
AIGBR2029,AIGBR1989,0
AIGBR2029,AIGBR2021,0
AIGBR2029,AIGBR799,8
AIGBR2029,AIGBR1765,0
AIGBR2029,AIGBR2032,230
AIGBR2029,AIGBR1252,0
AIGBR2029,AIGBR1059,0
AIGBR2029,AIGBR2025,0
AIGBR2029,AIGBR1179,0
AIGBR2029,AIGBR2242,4
AIGBR2029,AIGBR1924,0
AIGBR2029,AIGBR2121,0
AIGBR2029,AIGBR1449,0
AIGBR2029,AIGBR1501,0
AIGBR2029,AIGBR1938,0
AIGBR2029,AIGBR1060,0
AIGBR2029,AIGBR1005,0
AIGBR2029,AIGBR1407,0
AIGBR2029,AIGBR46,0
AIGBR2029,AIGBR909,46
AIGBR2029,AIGBR889,0
AIGBR2029,AIGBR1383,0
AIGBR2029,AIGBR455,0
AIGBR2029,AIGBR689,0
AIGBR2029,AIGBR829,0
AIGBR2029,AIGBR1767,0
AIGBR2029,AIGBR1851,0
AIGBR2029,AIGBR1142,0
AIGBR2029,AIGBR1208,0
AIGBR2029,AIGBR1360,0
AIGBR2029,AIGBR941,0
AIGBR2029,AIGBR2231,0
AIGBR2029,AIGBR1541,0
AIGBR2029,AIGBR1445,0
AIGBR2029,AIGBR1808,0
AIGBR2029,AIGBR1231,0
AIGBR2029,AIGBR590,0
AIGBR2029,AIGBR506,0
AIGBR2029,AIGBR1074,0
AIGBR2029,AIGBR1719,0
AIGBR2029,AIGBR421,10
AIGBR2029,AIGBR1598,0
AIGBR2029,AIGBR1743,0
AIGBR2029,AIGBR1107,0
AIGBR2029,AIGBR1777,0
AIGBR2029,AIGBR859,0
AIGBR2029,AIGBR2165,0
AIGBR2029,AIGBR2213,0
AIGBR2029,AIGBR1747,0
AIGBR2029,AIGBR1980,0
AIGBR2029,AIGBR40,0
AIGBR2029,AIGBR1710,0
AIGBR2029,AIGBR1197,0
AIGBR2029,AIGBR1770,0
AIGBR2029,AIGBR425,0
AIGBR2029,AIGBR448,0
AIGBR2029,AIGBR158,0
AIGBR2029,AIGBR1659,0
AIGBR2029,AIGBR2049,0
AIGBR2029,AIGBR1887,0
AIGBR2029,AIGBR2240,0
AIGBR2029,AIGBR1161,0
AIGBR2029,AIGBR1953,0
AIGBR2029,AIGBR491,0
AIGBR2029,AIGBR1053,0
AIGBR218,AIGBR461,0
AIGBR218,AIGBR608,0
AIGBR218,AIGBR659,0
AIGBR218,AIGBR1713,0
AIGBR218,AIGBR171,0
AIGBR218,AIGBR1195,0
AIGBR218,AIGBR638,0
AIGBR218,AIGBR321,0
AIGBR218,AIGBR674,0
AIGBR218,AIGBR2243,0
AIGBR218,AIGBR2007,0
AIGBR218,AIGBR2113,0
AIGBR218,AIGBR320,0
AIGBR218,AIGBR465,0
AIGBR218,AIGBR1063,0
AIGBR218,AIGBR1281,0
AIGBR218,AIGBR371,0
AIGBR218,AIGBR2095,0
AIGBR218,AIGBR1194,0
AIGBR218,AIGBR646,0
AIGBR218,AIGBR1548,0
AIGBR218,AIGBR1147,0
AIGBR218,AIGBR2029,0
AIGBR218,AIGBR218,0
AIGBR218,AIGBR1043,0
AIGBR218,AIGBR981,0
AIGBR218,AIGBR908,0
AIGBR218,AIGBR1042,0
AIGBR218,AIGBR1969,0
AIGBR218,AIGBR272,0
AIGBR218,AIGBR1102,0
AIGBR218,AIGBR390,0
AIGBR218,AIGBR548,0
AIGBR218,AIGBR133,0
AIGBR218,AIGBR43,0
AIGBR218,AIGBR1104,0
AIGBR218,AIGBR1085,0
AIGBR218,AIGBR939,0
AIGBR218,AIGBR1398,0
AIGBR218,AIGBR439,0
AIGBR218,AIGBR184,0
AIGBR218,AIGBR324,0
AIGBR218,AIGBR1439,230
AIGBR218,AIGBR1676,0
AIGBR218,AIGBR492,0
AIGBR218,AIGBR2116,0
AIGBR218,AIGBR2004,0
AIGBR218,AIGBR1655,0
AIGBR218,AIGBR805,0
AIGBR218,AIGBR2074,0
AIGBR218,AIGBR1978,0
AIGBR218,AIGBR593,0
AIGBR218,AIGBR1895,0
AIGBR218,AIGBR185,0
AIGBR218,AIGBR1113,0
AIGBR218,AIGBR1514,0
AIGBR218,AIGBR708,0
AIGBR218,AIGBR36,0
AIGBR218,AIGBR1146,0
AIGBR218,AIGBR1989,0
AIGBR218,AIGBR2021,0
AIGBR218,AIGBR799,46
AIGBR218,AIGBR1765,0
AIGBR218,AIGBR2032,0
AIGBR218,AIGBR1252,0
AIGBR218,AIGBR1059,0
AIGBR218,AIGBR2025,0
AIGBR218,AIGBR1179,0
AIGBR218,AIGBR2242,0
AIGBR218,AIGBR1924,0
AIGBR218,AIGBR2121,0
AIGBR218,AIGBR1449,0
AIGBR218,AIGBR1501,0
AIGBR218,AIGBR1938,0
AIGBR218,AIGBR1060,0
AIGBR218,AIGBR1005,0
AIGBR218,AIGBR1407,0
AIGBR218,AIGBR46,0
AIGBR218,AIGBR909,0
AIGBR218,AIGBR889,0
AIGBR218,AIGBR1383,0
AIGBR218,AIGBR455,0
AIGBR218,AIGBR689,0
AIGBR218,AIGBR829,0
AIGBR218,AIGBR1767,0
AIGBR218,AIGBR1851,0
AIGBR218,AIGBR1142,0
AIGBR218,AIGBR1208,0
AIGBR218,AIGBR1360,0
AIGBR218,AIGBR941,0
AIGBR218,AIGBR2231,0
AIGBR218,AIGBR1541,0
AIGBR218,AIGBR1445,0
AIGBR218,AIGBR1808,0
AIGBR218,AIGBR1231,0
AIGBR218,AIGBR590,0
AIGBR218,AIGBR506,0
AIGBR218,AIGBR1074,0
AIGBR218,AIGBR1719,0
AIGBR218,AIGBR421,0
AIGBR218,AIGBR1598,0
AIGBR218,AIGBR1743,0
AIGBR218,AIGBR1107,0
AIGBR218,AIGBR1777,0
AIGBR218,AIGBR859,0
AIGBR218,AIGBR2165,0
AIGBR218,AIGBR2213,0
AIGBR218,AIGBR1747,0
AIGBR218,AIGBR1980,0
AIGBR218,AIGBR40,0
AIGBR218,AIGBR1710,0
AIGBR218,AIGBR1197,0
AIGBR218,AIGBR1770,0
AIGBR218,AIGBR425,0
AIGBR218,AIGBR448,0
AIGBR218,AIGBR158,0
AIGBR218,AIGBR1659,0
AIGBR218,AIGBR2049,0
AIGBR218,AIGBR1887,0
AIGBR218,AIGBR2240,0
AIGBR218,AIGBR1161,0
AIGBR218,AIGBR1953,0
AIGBR218,AIGBR491,0
AIGBR218,AIGBR1053,0
AIGBR1043,AIGBR461,0
AIGBR1043,AIGBR608,0
AIGBR1043,AIGBR659,0
AIGBR1043,AIGBR1713,0
AIGBR1043,AIGBR171,0
AIGBR1043,AIGBR1195,0
AIGBR1043,AIGBR638,0
AIGBR1043,AIGBR321,0
AIGBR1043,AIGBR674,0
AIGBR1043,AIGBR2243,14
AIGBR1043,AIGBR2007,10
AIGBR1043,AIGBR2113,0
AIGBR1043,AIGBR320,2
AIGBR1043,AIGBR465,0
AIGBR1043,AIGBR1063,0
AIGBR1043,AIGBR1281,0
AIGBR1043,AIGBR371,0
AIGBR1043,AIGBR2095,0
AIGBR1043,AIGBR1194,0
AIGBR1043,AIGBR646,0
AIGBR1043,AIGBR1548,0
AIGBR1043,AIGBR1147,23
AIGBR1043,AIGBR2029,0
AIGBR1043,AIGBR218,0
AIGBR1043,AIGBR1043,229
AIGBR1043,AIGBR981,0
AIGBR1043,AIGBR908,0
AIGBR1043,AIGBR1042,0
AIGBR1043,AIGBR1969,0
AIGBR1043,AIGBR272,0
AIGBR1043,AIGBR1102,0
AIGBR1043,AIGBR390,0
AIGBR1043,AIGBR548,0
AIGBR1043,AIGBR133,0
AIGBR1043,AIGBR43,0
AIGBR1043,AIGBR1104,0
AIGBR1043,AIGBR1085,0
AIGBR1043,AIGBR939,1
AIGBR1043,AIGBR1398,0
AIGBR1043,AIGBR439,0
AIGBR1043,AIGBR184,0
AIGBR1043,AIGBR324,0
AIGBR1043,AIGBR1439,0
AIGBR1043,AIGBR1676,0
AIGBR1043,AIGBR492,0
AIGBR1043,AIGBR2116,0
AIGBR1043,AIGBR2004,0
AIGBR1043,AIGBR1655,0
AIGBR1043,AIGBR805,0
AIGBR1043,AIGBR2074,0
AIGBR1043,AIGBR1978,0
AIGBR1043,AIGBR593,0
AIGBR1043,AIGBR1895,0
AIGBR1043,AIGBR185,0
AIGBR1043,AIGBR1113,0
AIGBR1043,AIGBR1514,14
AIGBR1043,AIGBR708,0
AIGBR1043,AIGBR36,0
AIGBR1043,AIGBR1146,23
AIGBR1043,AIGBR1989,0
AIGBR1043,AIGBR2021,0
AIGBR1043,AIGBR799,0
AIGBR1043,AIGBR1765,3
AIGBR1043,AIGBR2032,0
AIGBR1043,AIGBR1252,0
AIGBR1043,AIGBR1059,0
AIGBR1043,AIGBR2025,0
AIGBR1043,AIGBR1179,0
AIGBR1043,AIGBR2242,0
AIGBR1043,AIGBR1924,2
AIGBR1043,AIGBR2121,0
AIGBR1043,AIGBR1449,0
AIGBR1043,AIGBR1501,0
AIGBR1043,AIGBR1938,0
AIGBR1043,AIGBR1060,0
AIGBR1043,AIGBR1005,50
AIGBR1043,AIGBR1407,0
AIGBR1043,AIGBR46,0
AIGBR1043,AIGBR909,0
AIGBR1043,AIGBR889,0
AIGBR1043,AIGBR1383,0
AIGBR1043,AIGBR455,0
AIGBR1043,AIGBR689,0
AIGBR1043,AIGBR829,0
AIGBR1043,AIGBR1767,0
AIGBR1043,AIGBR1851,0
AIGBR1043,AIGBR1142,0
AIGBR1043,AIGBR1208,0
AIGBR1043,AIGBR1360,0
AIGBR1043,AIGBR941,2
AIGBR1043,AIGBR2231,0
AIGBR1043,AIGBR1541,0
AIGBR1043,AIGBR1445,34
AIGBR1043,AIGBR1808,14
AIGBR1043,AIGBR1231,0
AIGBR1043,AIGBR590,0
AIGBR1043,AIGBR506,0
AIGBR1043,AIGBR1074,0
AIGBR1043,AIGBR1719,0
AIGBR1043,AIGBR421,0
AIGBR1043,AIGBR1598,0
AIGBR1043,AIGBR1743,17
AIGBR1043,AIGBR1107,0
AIGBR1043,AIGBR1777,0
AIGBR1043,AIGBR859,0
AIGBR1043,AIGBR2165,0
AIGBR1043,AIGBR2213,0
AIGBR1043,AIGBR1747,0
AIGBR1043,AIGBR1980,0
AIGBR1043,AIGBR40,0
AIGBR1043,AIGBR1710,0
AIGBR1043,AIGBR1197,0
AIGBR1043,AIGBR1770,0
AIGBR1043,AIGBR425,0
AIGBR1043,AIGBR448,0
AIGBR1043,AIGBR158,0
AIGBR1043,AIGBR1659,0
AIGBR1043,AIGBR2049,3
AIGBR1043,AIGBR1887,29
AIGBR1043,AIGBR2240,0
AIGBR1043,AIGBR1161,2
AIGBR1043,AIGBR1953,0
AIGBR1043,AIGBR491,0
AIGBR1043,AIGBR1053,0
AIGBR981,AIGBR461,0
AIGBR981,AIGBR608,0
AIGBR981,AIGBR659,15
AIGBR981,AIGBR1713,0
AIGBR981,AIGBR171,0
AIGBR981,AIGBR1195,0
AIGBR981,AIGBR638,0
AIGBR981,AIGBR321,0
AIGBR981,AIGBR674,0
AIGBR981,AIGBR2243,0
AIGBR981,AIGBR2007,0
AIGBR981,AIGBR2113,0
AIGBR981,AIGBR320,0
AIGBR981,AIGBR465,0
AIGBR981,AIGBR1063,0
AIGBR981,AIGBR1281,0
AIGBR981,AIGBR371,0
AIGBR981,AIGBR2095,0
AIGBR981,AIGBR1194,0
AIGBR981,AIGBR646,0
AIGBR981,AIGBR1548,0
AIGBR981,AIGBR1147,0
AIGBR981,AIGBR2029,0
AIGBR981,AIGBR218,0
AIGBR981,AIGBR1043,0
AIGBR981,AIGBR981,229
AIGBR981,AIGBR908,0
AIGBR981,AIGBR1042,0
AIGBR981,AIGBR1969,0
AIGBR981,AIGBR272,0
AIGBR981,AIGBR1102,0
AIGBR981,AIGBR390,0
AIGBR981,AIGBR548,0
AIGBR981,AIGBR133,81
AIGBR981,AIGBR43,0
AIGBR981,AIGBR1104,0
AIGBR981,AIGBR1085,0
AIGBR981,AIGBR939,0
AIGBR981,AIGBR1398,0
AIGBR981,AIGBR439,0
AIGBR981,AIGBR184,0
AIGBR981,AIGBR324,4
AIGBR981,AIGBR1439,1
AIGBR981,AIGBR1676,0
AIGBR981,AIGBR492,2
AIGBR981,AIGBR2116,0
AIGBR981,AIGBR2004,0
AIGBR981,AIGBR1655,0
AIGBR981,AIGBR805,0
AIGBR981,AIGBR2074,0
AIGBR981,AIGBR1978,0
AIGBR981,AIGBR593,0
AIGBR981,AIGBR1895,0
AIGBR981,AIGBR185,0
AIGBR981,AIGBR1113,0
AIGBR981,AIGBR1514,0
AIGBR981,AIGBR708,0
AIGBR981,AIGBR36,0
AIGBR981,AIGBR1146,0
AIGBR981,AIGBR1989,0
AIGBR981,AIGBR2021,0
AIGBR981,AIGBR799,0
AIGBR981,AIGBR1765,0
AIGBR981,AIGBR2032,0
AIGBR981,AIGBR1252,0
AIGBR981,AIGBR1059,0
AIGBR981,AIGBR2025,0
AIGBR981,AIGBR1179,1
AIGBR981,AIGBR2242,0
AIGBR981,AIGBR1924,0
AIGBR981,AIGBR2121,1
AIGBR981,AIGBR1449,47
AIGBR981,AIGBR1501,0
AIGBR981,AIGBR1938,0
AIGBR981,AIGBR1060,0
AIGBR981,AIGBR1005,0
AIGBR981,AIGBR1407,0
AIGBR981,AIGBR46,0
AIGBR981,AIGBR909,0
AIGBR981,AIGBR889,0
AIGBR981,AIGBR1383,0
AIGBR981,AIGBR455,0
AIGBR981,AIGBR689,0
AIGBR981,AIGBR829,0
AIGBR981,AIGBR1767,4
AIGBR981,AIGBR1851,0
AIGBR981,AIGBR1142,0
AIGBR981,AIGBR1208,0
AIGBR981,AIGBR1360,0
AIGBR981,AIGBR941,0
AIGBR981,AIGBR2231,0
AIGBR981,AIGBR1541,0
AIGBR981,AIGBR1445,0
AIGBR981,AIGBR1808,1
AIGBR981,AIGBR1231,0
AIGBR981,AIGBR590,0
AIGBR981,AIGBR506,0
AIGBR981,AIGBR1074,0
AIGBR981,AIGBR1719,0
AIGBR981,AIGBR421,0
AIGBR981,AIGBR1598,0
AIGBR981,AIGBR1743,0
AIGBR981,AIGBR1107,0
AIGBR981,AIGBR1777,0
AIGBR981,AIGBR859,0
AIGBR981,AIGBR2165,0
AIGBR981,AIGBR2213,0
AIGBR981,AIGBR1747,0
AIGBR981,AIGBR1980,0
AIGBR981,AIGBR40,0
AIGBR981,AIGBR1710,0
AIGBR981,AIGBR1197,0
AIGBR981,AIGBR1770,0
AIGBR981,AIGBR425,0
AIGBR981,AIGBR448,0
AIGBR981,AIGBR158,0
AIGBR981,AIGBR1659,0
AIGBR981,AIGBR2049,0
AIGBR981,AIGBR1887,0
AIGBR981,AIGBR2240,0
AIGBR981,AIGBR1161,0
AIGBR981,AIGBR1953,0
AIGBR981,AIGBR491,0
AIGBR981,AIGBR1053,0
AIGBR908,AIGBR461,0
AIGBR908,AIGBR608,0
AIGBR908,AIGBR659,0
AIGBR908,AIGBR1713,0
AIGBR908,AIGBR171,0
AIGBR908,AIGBR1195,0
AIGBR908,AIGBR638,0
AIGBR908,AIGBR321,0
AIGBR908,AIGBR674,0
AIGBR908,AIGBR2243,0
AIGBR908,AIGBR2007,0
AIGBR908,AIGBR2113,0
AIGBR908,AIGBR320,0
AIGBR908,AIGBR465,0
AIGBR908,AIGBR1063,0
AIGBR908,AIGBR1281,0
AIGBR908,AIGBR371,0
AIGBR908,AIGBR2095,0
AIGBR908,AIGBR1194,0
AIGBR908,AIGBR646,0
AIGBR908,AIGBR1548,0
AIGBR908,AIGBR1147,0
AIGBR908,AIGBR2029,0
AIGBR908,AIGBR218,0
AIGBR908,AIGBR1043,0
AIGBR908,AIGBR981,0
AIGBR908,AIGBR908,85
AIGBR908,AIGBR1042,0
AIGBR908,AIGBR1969,0
AIGBR908,AIGBR272,0
AIGBR908,AIGBR1102,0
AIGBR908,AIGBR390,0
AIGBR908,AIGBR548,0
AIGBR908,AIGBR133,0
AIGBR908,AIGBR43,0
AIGBR908,AIGBR1104,0
AIGBR908,AIGBR1085,0
AIGBR908,AIGBR939,0
AIGBR908,AIGBR1398,0
AIGBR908,AIGBR439,0
AIGBR908,AIGBR184,0
AIGBR908,AIGBR324,0
AIGBR908,AIGBR1439,0
AIGBR908,AIGBR1676,0
AIGBR908,AIGBR492,0
AIGBR908,AIGBR2116,0
AIGBR908,AIGBR2004,0
AIGBR908,AIGBR1655,0
AIGBR908,AIGBR805,0
AIGBR908,AIGBR2074,0
AIGBR908,AIGBR1978,0
AIGBR908,AIGBR593,0
AIGBR908,AIGBR1895,0
AIGBR908,AIGBR185,0
AIGBR908,AIGBR1113,0
AIGBR908,AIGBR1514,0
AIGBR908,AIGBR708,0
AIGBR908,AIGBR36,0
AIGBR908,AIGBR1146,0
AIGBR908,AIGBR1989,0
AIGBR908,AIGBR2021,0
AIGBR908,AIGBR799,0
AIGBR908,AIGBR1765,0
AIGBR908,AIGBR2032,0
AIGBR908,AIGBR1252,0
AIGBR908,AIGBR1059,0
AIGBR908,AIGBR2025,0
AIGBR908,AIGBR1179,0
AIGBR908,AIGBR2242,0
AIGBR908,AIGBR1924,0
AIGBR908,AIGBR2121,0
AIGBR908,AIGBR1449,0
AIGBR908,AIGBR1501,0
AIGBR908,AIGBR1938,0
AIGBR908,AIGBR1060,0
AIGBR908,AIGBR1005,0
AIGBR908,AIGBR1407,0
AIGBR908,AIGBR46,0
AIGBR908,AIGBR909,0
AIGBR908,AIGBR889,0
AIGBR908,AIGBR1383,0
AIGBR908,AIGBR455,0
AIGBR908,AIGBR689,0
AIGBR908,AIGBR829,0
AIGBR908,AIGBR1767,0
AIGBR908,AIGBR1851,0
AIGBR908,AIGBR1142,0
AIGBR908,AIGBR1208,0
AIGBR908,AIGBR1360,0
AIGBR908,AIGBR941,0
AIGBR908,AIGBR2231,0
AIGBR908,AIGBR1541,0
AIGBR908,AIGBR1445,0
AIGBR908,AIGBR1808,0
AIGBR908,AIGBR1231,0
AIGBR908,AIGBR590,0
AIGBR908,AIGBR506,0
AIGBR908,AIGBR1074,0
AIGBR908,AIGBR1719,0
AIGBR908,AIGBR421,0
AIGBR908,AIGBR1598,0
AIGBR908,AIGBR1743,0
AIGBR908,AIGBR1107,0
AIGBR908,AIGBR1777,0
AIGBR908,AIGBR859,0
AIGBR908,AIGBR2165,0
AIGBR908,AIGBR2213,0
AIGBR908,AIGBR1747,0
AIGBR908,AIGBR1980,0
AIGBR908,AIGBR40,0
AIGBR908,AIGBR1710,0
AIGBR908,AIGBR1197,0
AIGBR908,AIGBR1770,0
AIGBR908,AIGBR425,0
AIGBR908,AIGBR448,0
AIGBR908,AIGBR158,0
AIGBR908,AIGBR1659,0
AIGBR908,AIGBR2049,0
AIGBR908,AIGBR1887,0
AIGBR908,AIGBR2240,0
AIGBR908,AIGBR1161,0
AIGBR908,AIGBR1953,0
AIGBR908,AIGBR491,0
AIGBR908,AIGBR1053,0
AIGBR1042,AIGBR461,8
AIGBR1042,AIGBR608,0
AIGBR1042,AIGBR659,0
AIGBR1042,AIGBR1713,0
AIGBR1042,AIGBR171,0
AIGBR1042,AIGBR1195,0
AIGBR1042,AIGBR638,0
AIGBR1042,AIGBR321,0
AIGBR1042,AIGBR674,0
AIGBR1042,AIGBR2243,0
AIGBR1042,AIGBR2007,0
AIGBR1042,AIGBR2113,0
AIGBR1042,AIGBR320,0
AIGBR1042,AIGBR465,0
AIGBR1042,AIGBR1063,0
AIGBR1042,AIGBR1281,0
AIGBR1042,AIGBR371,0
AIGBR1042,AIGBR2095,0
AIGBR1042,AIGBR1194,0
AIGBR1042,AIGBR646,0
AIGBR1042,AIGBR1548,0
AIGBR1042,AIGBR1147,0
AIGBR1042,AIGBR2029,0
AIGBR1042,AIGBR218,0
AIGBR1042,AIGBR1043,0
AIGBR1042,AIGBR981,0
AIGBR1042,AIGBR908,0
AIGBR1042,AIGBR1042,162
AIGBR1042,AIGBR1969,0
AIGBR1042,AIGBR272,0
AIGBR1042,AIGBR1102,0
AIGBR1042,AIGBR390,0
AIGBR1042,AIGBR548,0
AIGBR1042,AIGBR133,0
AIGBR1042,AIGBR43,0
AIGBR1042,AIGBR1104,0
AIGBR1042,AIGBR1085,0
AIGBR1042,AIGBR939,0
AIGBR1042,AIGBR1398,0
AIGBR1042,AIGBR439,5
AIGBR1042,AIGBR184,0
AIGBR1042,AIGBR324,0
AIGBR1042,AIGBR1439,0
AIGBR1042,AIGBR1676,0
AIGBR1042,AIGBR492,0
AIGBR1042,AIGBR2116,6
AIGBR1042,AIGBR2004,0
AIGBR1042,AIGBR1655,0
AIGBR1042,AIGBR805,0
AIGBR1042,AIGBR2074,0
AIGBR1042,AIGBR1978,0
AIGBR1042,AIGBR593,0
AIGBR1042,AIGBR1895,0
AIGBR1042,AIGBR185,0
AIGBR1042,AIGBR1113,0
AIGBR1042,AIGBR1514,0
AIGBR1042,AIGBR708,0
AIGBR1042,AIGBR36,0
AIGBR1042,AIGBR1146,0
AIGBR1042,AIGBR1989,4
AIGBR1042,AIGBR2021,0
AIGBR1042,AIGBR799,0
AIGBR1042,AIGBR1765,0
AIGBR1042,AIGBR2032,0
AIGBR1042,AIGBR1252,34
AIGBR1042,AIGBR1059,0
AIGBR1042,AIGBR2025,0
AIGBR1042,AIGBR1179,0
AIGBR1042,AIGBR2242,0
AIGBR1042,AIGBR1924,0
AIGBR1042,AIGBR2121,0
AIGBR1042,AIGBR1449,0
AIGBR1042,AIGBR1501,0
AIGBR1042,AIGBR1938,0
AIGBR1042,AIGBR1060,0
AIGBR1042,AIGBR1005,0
AIGBR1042,AIGBR1407,0
AIGBR1042,AIGBR46,0
AIGBR1042,AIGBR909,0
AIGBR1042,AIGBR889,0
AIGBR1042,AIGBR1383,0
AIGBR1042,AIGBR455,0
AIGBR1042,AIGBR689,21
AIGBR1042,AIGBR829,0
AIGBR1042,AIGBR1767,0
AIGBR1042,AIGBR1851,0
AIGBR1042,AIGBR1142,1
AIGBR1042,AIGBR1208,0
AIGBR1042,AIGBR1360,0
AIGBR1042,AIGBR941,0
AIGBR1042,AIGBR2231,0
AIGBR1042,AIGBR1541,0
AIGBR1042,AIGBR1445,0
AIGBR1042,AIGBR1808,0
AIGBR1042,AIGBR1231,0
AIGBR1042,AIGBR590,0
AIGBR1042,AIGBR506,6
AIGBR1042,AIGBR1074,0
AIGBR1042,AIGBR1719,7
AIGBR1042,AIGBR421,0
AIGBR1042,AIGBR1598,38
AIGBR1042,AIGBR1743,0
AIGBR1042,AIGBR1107,0
AIGBR1042,AIGBR1777,0
AIGBR1042,AIGBR859,0
AIGBR1042,AIGBR2165,68
AIGBR1042,AIGBR2213,0
AIGBR1042,AIGBR1747,0
AIGBR1042,AIGBR1980,0
AIGBR1042,AIGBR40,0
AIGBR1042,AIGBR1710,0
AIGBR1042,AIGBR1197,0
AIGBR1042,AIGBR1770,6
AIGBR1042,AIGBR425,0
AIGBR1042,AIGBR448,0
AIGBR1042,AIGBR158,0
AIGBR1042,AIGBR1659,0
AIGBR1042,AIGBR2049,0
AIGBR1042,AIGBR1887,0
AIGBR1042,AIGBR2240,0
AIGBR1042,AIGBR1161,0
AIGBR1042,AIGBR1953,0
AIGBR1042,AIGBR491,0
