from,to,count
AIGBR171,AIGBR2007,0
AIGBR171,AIGBR2113,0
AIGBR171,AIGBR320,0
AIGBR171,AIGBR465,0
AIGBR171,AIGBR1063,0
AIGBR171,AIGBR1281,0
AIGBR171,AIGBR371,0
AIGBR171,AIGBR2095,0
AIGBR171,AIGBR1194,0
AIGBR171,AIGBR646,0
AIGBR171,AIGBR1548,0
AIGBR171,AIGBR1147,0
AIGBR171,AIGBR2029,0
AIGBR171,AIGBR218,0
AIGBR171,AIGBR1043,0
AIGBR171,AIGBR981,0
AIGBR171,AIGBR908,0
AIGBR171,AIGBR1042,0
AIGBR171,AIGBR1969,0
AIGBR171,AIGBR272,0
AIGBR171,AIGBR1102,0
AIGBR171,AIGBR390,57
AIGBR171,AIGBR548,0
AIGBR171,AIGBR133,0
AIGBR171,AIGBR43,0
AIGBR171,AIGBR1104,0
AIGBR171,AIGBR1085,0
AIGBR171,AIGBR939,0
AIGBR171,AIGBR1398,9
AIGBR171,AIGBR439,0
AIGBR171,AIGBR184,0
AIGBR171,AIGBR324,0
AIGBR171,AIGBR1439,0
AIGBR171,AIGBR1676,0
AIGBR171,AIGBR492,0
AIGBR171,AIGBR2116,0
AIGBR171,AIGBR2004,0
AIGBR171,AIGBR1655,0
AIGBR171,AIGBR805,0
AIGBR171,AIGBR2074,0
AIGBR171,AIGBR1978,0
AIGBR171,AIGBR593,0
AIGBR171,AIGBR1895,0
AIGBR171,AIGBR185,0
AIGBR171,AIGBR1113,0
AIGBR171,AIGBR1514,0
AIGBR171,AIGBR708,0
AIGBR171,AIGBR36,0
AIGBR171,AIGBR1146,0
AIGBR171,AIGBR1989,0
AIGBR171,AIGBR2021,0
AIGBR171,AIGBR799,0
AIGBR171,AIGBR1765,0
AIGBR171,AIGBR2032,0
AIGBR171,AIGBR1252,0
AIGBR171,AIGBR1059,0
AIGBR171,AIGBR2025,0
AIGBR171,AIGBR1179,0
AIGBR171,AIGBR2242,0
AIGBR171,AIGBR1924,0
AIGBR171,AIGBR2121,0
AIGBR171,AIGBR1449,0
AIGBR171,AIGBR1501,0
AIGBR171,AIGBR1938,0
AIGBR171,AIGBR1060,0
AIGBR171,AIGBR1005,0
AIGBR171,AIGBR1407,0
AIGBR171,AIGBR46,0
AIGBR171,AIGBR909,0
AIGBR171,AIGBR889,0
AIGBR171,AIGBR1383,0
AIGBR171,AIGBR455,0
AIGBR171,AIGBR689,0
AIGBR171,AIGBR829,0
AIGBR171,AIGBR1767,0
AIGBR171,AIGBR1851,0
AIGBR171,AIGBR1142,0
AIGBR171,AIGBR1208,0
AIGBR171,AIGBR1360,0
AIGBR171,AIGBR941,0
AIGBR171,AIGBR2231,0
AIGBR171,AIGBR1541,0
AIGBR171,AIGBR1445,0
AIGBR171,AIGBR1808,0
AIGBR171,AIGBR1231,0
AIGBR171,AIGBR590,0
AIGBR171,AIGBR506,0
AIGBR171,AIGBR1074,0
AIGBR171,AIGBR1719,0
AIGBR171,AIGBR421,0
AIGBR171,AIGBR1598,0
AIGBR171,AIGBR1743,0
AIGBR171,AIGBR1107,0
AIGBR171,AIGBR1777,0
AIGBR171,AIGBR859,0
AIGBR171,AIGBR2165,0
AIGBR171,AIGBR2213,0
AIGBR171,AIGBR1747,0
AIGBR171,AIGBR1980,0
AIGBR171,AIGBR40,0
AIGBR171,AIGBR1710,0
AIGBR171,AIGBR1197,0
AIGBR171,AIGBR1770,0
AIGBR171,AIGBR425,0
AIGBR171,AIGBR448,0
AIGBR171,AIGBR158,0
AIGBR171,AIGBR1659,3
AIGBR171,AIGBR2049,0
AIGBR171,AIGBR1887,0
AIGBR171,AIGBR2240,121
AIGBR171,AIGBR1161,0
AIGBR171,AIGBR1953,0
AIGBR171,AIGBR491,0
AIGBR171,AIGBR1053,0
AIGBR1195,AIGBR461,0
AIGBR1195,AIGBR608,0
AIGBR1195,AIGBR659,0
AIGBR1195,AIGBR1713,0
AIGBR1195,AIGBR171,0
AIGBR1195,AIGBR1195,230
AIGBR1195,AIGBR638,0
AIGBR1195,AIGBR321,0
AIGBR1195,AIGBR674,12
AIGBR1195,AIGBR2243,0
AIGBR1195,AIGBR2007,0
AIGBR1195,AIGBR2113,0
AIGBR1195,AIGBR320,0
AIGBR1195,AIGBR465,10
AIGBR1195,AIGBR1063,0
AIGBR1195,AIGBR1281,0
AIGBR1195,AIGBR371,10
AIGBR1195,AIGBR2095,0
AIGBR1195,AIGBR1194,230
AIGBR1195,AIGBR646,0
AIGBR1195,AIGBR1548,0
AIGBR1195,AIGBR1147,0
AIGBR1195,AIGBR2029,0
AIGBR1195,AIGBR218,0
AIGBR1195,AIGBR1043,0
AIGBR1195,AIGBR981,0
AIGBR1195,AIGBR908,0
AIGBR1195,AIGBR1042,0
AIGBR1195,AIGBR1969,0
AIGBR1195,AIGBR272,0
AIGBR1195,AIGBR1102,0
AIGBR1195,AIGBR390,0
AIGBR1195,AIGBR548,0
AIGBR1195,AIGBR133,0
AIGBR1195,AIGBR43,0
AIGBR1195,AIGBR1104,0
AIGBR1195,AIGBR1085,0
AIGBR1195,AIGBR939,0
AIGBR1195,AIGBR1398,0
AIGBR1195,AIGBR439,0
AIGBR1195,AIGBR184,0
AIGBR1195,AIGBR324,0
AIGBR1195,AIGBR1439,68
AIGBR1195,AIGBR1676,0
AIGBR1195,AIGBR492,0
AIGBR1195,AIGBR2116,0
AIGBR1195,AIGBR2004,0
AIGBR1195,AIGBR1655,0
AIGBR1195,AIGBR805,0
AIGBR1195,AIGBR2074,0
AIGBR1195,AIGBR1978,0
AIGBR1195,AIGBR593,0
AIGBR1195,AIGBR1895,0
AIGBR1195,AIGBR185,11
AIGBR1195,AIGBR1113,0
AIGBR1195,AIGBR1514,0
AIGBR1195,AIGBR708,0
AIGBR1195,AIGBR36,0
AIGBR1195,AIGBR1146,0
AIGBR1195,AIGBR1989,0
AIGBR1195,AIGBR2021,0
AIGBR1195,AIGBR799,0
AIGBR1195,AIGBR1765,0
AIGBR1195,AIGBR2032,0
AIGBR1195,AIGBR1252,0
AIGBR1195,AIGBR1059,0
AIGBR1195,AIGBR2025,29
AIGBR1195,AIGBR1179,63
AIGBR1195,AIGBR2242,0
AIGBR1195,AIGBR1924,0
AIGBR1195,AIGBR2121,0
AIGBR1195,AIGBR1449,0
AIGBR1195,AIGBR1501,0
AIGBR1195,AIGBR1938,0
AIGBR1195,AIGBR1060,0
AIGBR1195,AIGBR1005,0
AIGBR1195,AIGBR1407,0
AIGBR1195,AIGBR46,0
AIGBR1195,AIGBR909,0
AIGBR1195,AIGBR889,0
AIGBR1195,AIGBR1383,0
AIGBR1195,AIGBR455,0
AIGBR1195,AIGBR689,0
AIGBR1195,AIGBR829,0
AIGBR1195,AIGBR1767,0
AIGBR1195,AIGBR1851,0
AIGBR1195,AIGBR1142,0
AIGBR1195,AIGBR1208,0
AIGBR1195,AIGBR1360,0
AIGBR1195,AIGBR941,0
AIGBR1195,AIGBR2231,0
AIGBR1195,AIGBR1541,0
AIGBR1195,AIGBR1445,0
AIGBR1195,AIGBR1808,0
AIGBR1195,AIGBR1231,0
AIGBR1195,AIGBR590,12
AIGBR1195,AIGBR506,0
AIGBR1195,AIGBR1074,0
AIGBR1195,AIGBR1719,0
AIGBR1195,AIGBR421,0
AIGBR1195,AIGBR1598,0
AIGBR1195,AIGBR1743,0
AIGBR1195,AIGBR1107,0
AIGBR1195,AIGBR1777,0
AIGBR1195,AIGBR859,0
AIGBR1195,AIGBR2165,0
AIGBR1195,AIGBR2213,0
AIGBR1195,AIGBR1747,0
AIGBR1195,AIGBR1980,0
AIGBR1195,AIGBR40,0
AIGBR1195,AIGBR1710,0
AIGBR1195,AIGBR1197,225
AIGBR1195,AIGBR1770,0
AIGBR1195,AIGBR425,0
AIGBR1195,AIGBR448,0
AIGBR1195,AIGBR158,0
AIGBR1195,AIGBR1659,0
AIGBR1195,AIGBR2049,0
AIGBR1195,AIGBR1887,0
AIGBR1195,AIGBR2240,0
AIGBR1195,AIGBR1161,0
AIGBR1195,AIGBR1953,0
AIGBR1195,AIGBR491,0
AIGBR1195,AIGBR1053,0
AIGBR638,AIGBR461,0
AIGBR638,AIGBR608,0
AIGBR638,AIGBR659,0
AIGBR638,AIGBR1713,0
AIGBR638,AIGBR171,0
AIGBR638,AIGBR1195,0
AIGBR638,AIGBR638,223
AIGBR638,AIGBR321,0
AIGBR638,AIGBR674,0
AIGBR638,AIGBR2243,0
AIGBR638,AIGBR2007,0
AIGBR638,AIGBR2113,0
AIGBR638,AIGBR320,0
AIGBR638,AIGBR465,0
AIGBR638,AIGBR1063,0
AIGBR638,AIGBR1281,0
AIGBR638,AIGBR371,0
AIGBR638,AIGBR2095,0
AIGBR638,AIGBR1194,0
AIGBR638,AIGBR646,0
AIGBR638,AIGBR1548,0
AIGBR638,AIGBR1147,0
AIGBR638,AIGBR2029,0
AIGBR638,AIGBR218,0
AIGBR638,AIGBR1043,0
AIGBR638,AIGBR981,0
AIGBR638,AIGBR908,0
AIGBR638,AIGBR1042,0
AIGBR638,AIGBR1969,0
AIGBR638,AIGBR272,0
AIGBR638,AIGBR1102,0
AIGBR638,AIGBR390,0
AIGBR638,AIGBR548,3
AIGBR638,AIGBR133,0
AIGBR638,AIGBR43,0
AIGBR638,AIGBR1104,213
AIGBR638,AIGBR1085,0
AIGBR638,AIGBR939,0
AIGBR638,AIGBR1398,0
AIGBR638,AIGBR439,0
AIGBR638,AIGBR184,0
AIGBR638,AIGBR324,0
AIGBR638,AIGBR1439,0
AIGBR638,AIGBR1676,0
AIGBR638,AIGBR492,0
AIGBR638,AIGBR2116,0
AIGBR638,AIGBR2004,0
AIGBR638,AIGBR1655,1
AIGBR638,AIGBR805,0
AIGBR638,AIGBR2074,12
AIGBR638,AIGBR1978,0
AIGBR638,AIGBR593,0
AIGBR638,AIGBR1895,0
AIGBR638,AIGBR185,0
AIGBR638,AIGBR1113,0
AIGBR638,AIGBR1514,0
AIGBR638,AIGBR708,0
AIGBR638,AIGBR36,0
AIGBR638,AIGBR1146,0
AIGBR638,AIGBR1989,0
AIGBR638,AIGBR2021,0
AIGBR638,AIGBR799,0
AIGBR638,AIGBR1765,0
AIGBR638,AIGBR2032,0
AIGBR638,AIGBR1252,0
AIGBR638,AIGBR1059,0
AIGBR638,AIGBR2025,0
AIGBR638,AIGBR1179,0
AIGBR638,AIGBR2242,0
AIGBR638,AIGBR1924,0
AIGBR638,AIGBR2121,0
AIGBR638,AIGBR1449,0
AIGBR638,AIGBR1501,0
AIGBR638,AIGBR1938,1
AIGBR638,AIGBR1060,0
AIGBR638,AIGBR1005,0
AIGBR638,AIGBR1407,0
AIGBR638,AIGBR46,0
AIGBR638,AIGBR909,0
AIGBR638,AIGBR889,0
AIGBR638,AIGBR1383,0
